Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_ordinal,Fare_per_class,Family_size,Fare_log,Age_group,Survived_label,Class_label
1,1,17.0,0,2,110.8833,True,False,False,3,36.9611,3,4.717456363787216,Youth,Survived,1st Class
0,2,27.0,0,0,26.0,True,False,True,2,13.0,1,3.295836866004329,Adult,Did Not Survive,2nd Class
0,3,28.0,0,0,7.8292,True,True,False,1,7.8292,1,2.17806441028492,Adult,Did Not Survive,3rd Class
1,3,22.0,0,0,7.225,True,False,False,1,7.225,1,2.1071782966514356,Adult,Survived,3rd Class
1,3,22.0,0,0,7.775,False,False,True,1,7.775,1,2.1719067693519296,Adult,Survived,3rd Class
1,1,48.0,1,0,39.6,False,False,False,3,13.200000000000001,2,3.703768066607687,Middle-Aged,Survived,1st Class
0,1,28.0,0,0,227.525,True,False,False,3,75.84166666666667,1,5.4316456135398825,Adult,Did Not Survive,1st Class
1,1,39.0,1,1,79.65,False,False,True,3,26.55,3,4.390118804571218,Middle-Aged,Survived,1st Class
1,3,36.0,1,0,17.4,False,False,True,1,17.4,2,2.91235066461494,Middle-Aged,Survived,3rd Class
0,3,40.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Middle-Aged,Did Not Survive,3rd Class
0,2,28.0,0,0,13.5,True,False,True,2,6.75,1,2.6741486494265287,Adult,Did Not Survive,2nd Class
0,3,24.0,2,0,24.15,True,False,True,1,24.15,3,3.224857896545748,Adult,Did Not Survive,3rd Class
0,3,19.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
0,3,29.0,0,4,21.075,False,False,True,1,21.075,5,3.094445746490024,Adult,Did Not Survive,3rd Class
1,3,32.0,0,0,7.8542,True,False,True,1,7.8542,1,2.180891922715322,Adult,Survived,3rd Class
1,2,62.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Senior,Survived,2nd Class
1,1,53.0,2,0,51.4792,False,False,True,3,17.15973333333333,3,3.960416900617205,Middle-Aged,Survived,1st Class
1,1,36.0,0,0,26.3875,True,False,True,3,8.795833333333333,1,3.3100867049215847,Middle-Aged,Survived,1st Class
0,3,16.0,0,0,8.05,True,False,True,1,8.05,1,2.2027647577118348,Youth,Did Not Survive,3rd Class
0,3,19.0,0,0,14.5,True,False,True,1,14.5,1,2.740840023925201,Adult,Did Not Survive,3rd Class
1,2,34.0,0,0,13.0,False,False,True,2,6.5,1,2.639057329615259,Adult,Survived,2nd Class
1,1,39.0,1,0,55.9,False,False,True,3,18.633333333333333,2,4.041295341132285,Middle-Aged,Survived,1st Class
0,3,28.0,1,0,14.4583,False,False,False,1,14.4583,2,2.738146075922933,Adult,Did Not Survive,3rd Class
1,3,32.0,0,0,7.925,True,False,True,1,7.925,1,2.188856327665703,Adult,Survived,3rd Class
1,2,25.0,1,1,30.0,False,False,True,2,15.0,3,3.4339872044851463,Adult,Survived,2nd Class
1,1,39.0,1,1,110.8833,False,False,False,3,36.9611,3,4.717456363787216,Middle-Aged,Survived,1st Class
0,2,54.0,0,0,26.0,True,False,True,2,13.0,1,3.295836866004329,Middle-Aged,Did Not Survive,2nd Class
0,1,36.0,0,0,40.125,True,False,False,3,13.375,1,3.716616209085536,Middle-Aged,Did Not Survive,1st Class
0,3,28.0,0,0,8.7125,True,False,False,1,8.7125,1,2.2734137156937657,Adult,Did Not Survive,3rd Class
1,1,18.0,0,2,79.65,False,False,True,3,26.55,3,4.390118804571218,Youth,Survived,1st Class
0,2,47.0,0,0,15.0,True,False,True,2,7.5,1,2.772588722239781,Middle-Aged,Did Not Survive,2nd Class
1,1,60.0,1,1,79.2,True,False,False,3,26.400000000000002,3,4.384523514872469,Middle-Aged,Survived,1st Class
0,3,35.0,0,0,7.125,True,False,True,1,7.125,1,2.094945728215801,Adult,Did Not Survive,3rd Class
1,1,52.0,1,0,78.2667,False,False,False,3,26.0889,2,4.37281811610993,Middle-Aged,Survived,1st Class
0,3,47.0,0,0,7.25,True,False,True,1,7.25,1,2.1102132003465894,Middle-Aged,Did Not Survive,3rd Class
0,3,28.0,0,2,7.75,False,True,False,1,7.75,3,2.169053700369523,Adult,Did Not Survive,3rd Class
0,2,37.0,1,0,26.0,True,False,True,2,13.0,2,3.295836866004329,Middle-Aged,Did Not Survive,2nd Class
0,3,36.0,1,1,24.15,True,False,True,1,24.15,3,3.224857896545748,Middle-Aged,Did Not Survive,3rd Class
1,2,28.0,0,0,33.0,False,False,True,2,16.5,1,3.5263605246161616,Adult,Survived,2nd Class
0,3,49.0,0,0,0.0,True,False,True,1,0.0,1,0.0,Middle-Aged,Did Not Survive,3rd Class
1,1,49.0,1,0,56.9292,True,False,False,3,18.9764,2,4.0592215752427645,Middle-Aged,Survived,1st Class
1,2,24.0,2,1,27.0,False,False,True,2,13.5,4,3.332204510175204,Adult,Survived,2nd Class
0,1,28.0,0,0,42.4,True,False,True,3,14.133333333333333,1,3.770459441106359,Adult,Did Not Survive,1st Class
0,3,44.0,0,0,8.05,True,False,True,1,8.05,1,2.2027647577118348,Middle-Aged,Did Not Survive,3rd Class
1,1,35.0,0,0,26.55,True,False,False,3,8.85,1,3.3160025355989236,Adult,Survived,1st Class
0,3,36.0,1,0,15.55,True,False,True,1,15.55,2,2.806386101823072,Middle-Aged,Did Not Survive,3rd Class
0,3,30.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
1,1,27.0,0,0,30.5,True,False,True,3,10.166666666666666,1,3.449987545831587,Adult,Survived,1st Class
1,2,22.0,1,2,41.5792,False,False,False,2,20.7896,4,3.7513658711253766,Adult,Survived,2nd Class
1,1,40.0,0,0,153.4625,False,False,True,3,51.15416666666667,1,5.039951348430309,Middle-Aged,Survived,1st Class
0,3,39.0,1,5,31.275,False,False,True,1,31.275,7,3.4742929367327062,Middle-Aged,Did Not Survive,3rd Class
0,3,28.0,0,0,7.05,True,False,True,1,7.05,1,2.085672091430472,Adult,Did Not Survive,3rd Class
1,2,24.0,1,2,65.0,False,False,True,2,32.5,4,4.189654742026425,Adult,Survived,2nd Class
0,3,34.0,1,1,14.4,True,False,True,1,14.4,3,2.7343675094195836,Adult,Did Not Survive,3rd Class
0,3,26.0,1,0,16.1,False,False,True,1,16.1,2,2.8390784635086144,Adult,Did Not Survive,3rd Class
1,2,4.0,2,1,39.0,False,False,True,2,19.5,4,3.6888794541139363,Child,Survived,2nd Class
0,2,26.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Adult,Did Not Survive,2nd Class
0,3,27.0,1,0,14.4542,True,False,False,1,14.4542,2,2.737880811060884,Adult,Did Not Survive,3rd Class
1,1,42.0,1,0,52.5542,True,False,True,3,17.518066666666666,2,3.9806942251907276,Middle-Aged,Survived,1st Class
1,3,20.0,1,1,15.7417,True,False,False,1,15.7417,3,2.817902613071225,Adult,Survived,3rd Class
0,3,21.0,0,0,7.8542,True,False,True,1,7.8542,1,2.180891922715322,Adult,Did Not Survive,3rd Class
0,3,21.0,0,0,16.1,True,False,True,1,16.1,1,2.8390784635086144,Adult,Did Not Survive,3rd Class
0,1,61.0,0,0,32.3208,True,False,True,3,10.7736,1,3.5061818266142577,Senior,Did Not Survive,1st Class
0,2,57.0,0,0,12.35,True,True,False,2,6.175,1,2.5915163848462583,Middle-Aged,Did Not Survive,2nd Class
1,1,21.0,0,0,77.9583,False,False,True,3,25.986099999999997,1,4.368919865004903,Adult,Survived,1st Class
0,3,26.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
0,3,28.0,0,0,7.7333,True,True,False,1,7.7333,1,2.167143305297764,Adult,Did Not Survive,3rd Class
1,1,80.0,0,0,30.0,True,False,True,3,10.0,1,3.4339872044851463,Senior,Survived,1st Class
0,3,51.0,0,0,7.0542,True,False,True,1,7.0542,1,2.086193694502369,Middle-Aged,Did Not Survive,3rd Class
1,1,32.0,0,0,30.5,True,False,False,3,10.166666666666666,1,3.449987545831587,Adult,Survived,1st Class
0,1,28.0,0,0,0.0,True,False,True,3,0.0,1,0.0,Adult,Did Not Survive,1st Class
0,3,9.0,3,2,27.9,False,False,True,1,27.9,6,3.3638415951183864,Child,Did Not Survive,3rd Class
0,2,31.0,1,1,26.25,True,False,True,2,13.125,3,3.305053521109253,Adult,Did Not Survive,2nd Class
0,3,41.0,0,5,39.6875,False,False,True,1,39.6875,6,3.705920919968788,Middle-Aged,Did Not Survive,3rd Class
0,3,28.0,1,0,16.1,True,False,True,1,16.1,2,2.8390784635086144,Adult,Did Not Survive,3rd Class
0,3,2.0,3,2,27.9,False,False,True,1,27.9,6,3.3638415951183864,Child,Did Not Survive,3rd Class
1,3,28.0,0,0,56.4958,True,False,True,1,56.4958,1,4.051711901657239,Adult,Survived,3rd Class
1,1,48.0,1,0,76.7292,True,False,False,3,25.576400000000003,2,4.353230991152628,Middle-Aged,Survived,1st Class
1,1,56.0,0,0,35.5,True,False,False,3,11.833333333333334,1,3.597312260588446,Middle-Aged,Survived,1st Class
0,3,28.0,0,0,7.55,True,False,True,1,7.55,1,2.145931282948669,Adult,Did Not Survive,3rd Class
1,3,23.0,0,0,7.55,False,False,True,1,7.55,1,2.145931282948669,Adult,Survived,3rd Class
1,2,18.0,0,1,23.0,False,False,True,2,11.5,2,3.1780538303479458,Youth,Survived,2nd Class
0,3,21.0,0,0,8.4333,True,False,True,1,8.4333,1,2.2442459824059346,Adult,Did Not Survive,3rd Class
1,3,28.0,0,0,7.8292,False,True,False,1,7.8292,1,2.17806441028492,Adult,Survived,3rd Class
0,3,18.0,0,0,6.75,False,True,False,1,6.75,1,2.0476928433652555,Youth,Did Not Survive,3rd Class
0,2,24.0,2,0,73.5,True,False,True,2,36.75,3,4.310799125385514,Adult,Did Not Survive,2nd Class
0,3,32.0,1,1,15.5,False,True,False,1,15.5,3,2.803360380906535,Adult,Did Not Survive,3rd Class
0,2,23.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Adult,Did Not Survive,2nd Class
0,1,58.0,0,2,113.275,True,False,False,3,37.75833333333333,3,4.738607824217808,Middle-Aged,Did Not Survive,1st Class
1,1,50.0,2,0,133.65,True,False,True,3,44.550000000000004,3,4.902678819257608,Middle-Aged,Survived,1st Class
0,3,40.0,0,0,7.225,True,False,False,1,7.225,1,2.1071782966514356,Middle-Aged,Did Not Survive,3rd Class
0,1,47.0,0,0,25.5875,True,False,True,3,8.529166666666667,1,3.2804411805263554,Middle-Aged,Did Not Survive,1st Class
0,3,36.0,0,0,7.4958,True,False,True,1,7.4958,1,2.139571923732859,Middle-Aged,Did Not Survive,3rd Class
1,3,20.0,1,0,7.925,True,False,True,1,7.925,2,2.188856327665703,Adult,Survived,3rd Class
0,2,32.0,2,0,73.5,True,False,True,2,36.75,3,4.310799125385514,Adult,Did Not Survive,2nd Class
0,3,28.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Adult,Did Not Survive,3rd Class
0,3,43.0,0,0,8.05,True,False,True,1,8.05,1,2.2027647577118348,Middle-Aged,Did Not Survive,3rd Class
1,1,28.0,1,0,52.0,False,False,True,3,17.333333333333332,2,3.970291913552122,Adult,Survived,1st Class
1,2,40.0,1,1,39.0,False,False,True,2,19.5,3,3.6888794541139363,Middle-Aged,Survived,2nd Class
0,1,31.0,1,0,52.0,True,False,True,3,17.333333333333332,2,3.970291913552122,Adult,Did Not Survive,1st Class
0,2,70.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Senior,Did Not Survive,2nd Class
1,2,31.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Adult,Survived,2nd Class
0,3,18.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Youth,Did Not Survive,3rd Class
0,3,24.5,0,0,8.05,True,False,True,1,8.05,1,2.2027647577118348,Adult,Did Not Survive,3rd Class
1,3,18.0,0,0,9.8417,False,False,True,1,9.8417,1,2.3833998102837652,Youth,Survived,3rd Class
0,3,43.0,1,6,46.9,False,False,True,1,46.9,8,3.8691155044168695,Middle-Aged,Did Not Survive,3rd Class
1,1,36.0,0,1,262.375,True,False,False,3,87.45833333333333,2,5.5735788721243535,Middle-Aged,Survived,1st Class
0,3,28.0,0,0,8.1375,False,True,False,1,8.1375,1,2.212386825075897,Adult,Did Not Survive,3rd Class
1,1,27.0,0,0,76.7292,True,False,False,3,25.576400000000003,1,4.353230991152628,Adult,Survived,1st Class
0,3,20.0,0,0,9.225,True,False,True,1,9.225,1,2.3248357019288655,Adult,Did Not Survive,3rd Class
0,3,14.0,5,2,46.9,True,False,True,1,46.9,8,3.8691155044168695,Youth,Did Not Survive,3rd Class
0,2,60.0,1,1,39.0,True,False,True,2,19.5,3,3.6888794541139363,Middle-Aged,Did Not Survive,2nd Class
0,2,25.0,1,2,41.5792,True,False,False,2,20.7896,4,3.7513658711253766,Adult,Did Not Survive,2nd Class
0,3,14.0,4,1,39.6875,True,False,True,1,39.6875,6,3.705920919968788,Youth,Did Not Survive,3rd Class
0,3,19.0,0,0,10.1708,True,False,True,1,10.1708,1,2.4133032309283076,Adult,Did Not Survive,3rd Class
0,3,18.0,0,0,7.7958,True,False,True,1,7.7958,1,2.174274334826008,Youth,Did Not Survive,3rd Class
1,1,15.0,0,1,211.3375,False,False,True,3,70.44583333333334,2,5.35817698994543,Youth,Survived,1st Class
1,1,31.0,1,0,57.0,True,False,True,3,19.0,2,4.060443010546419,Adult,Survived,1st Class
1,3,4.0,0,1,13.4167,False,False,False,1,13.4167,2,2.668387256845834,Child,Survived,3rd Class
0,3,25.0,0,0,7.225,True,False,False,1,7.225,1,2.1071782966514356,Adult,Did Not Survive,3rd Class
0,1,60.0,0,0,26.55,True,False,True,3,8.85,1,3.3160025355989236,Middle-Aged,Did Not Survive,1st Class
0,2,52.0,0,0,13.5,True,False,True,2,6.75,1,2.6741486494265287,Middle-Aged,Did Not Survive,2nd Class
1,3,28.0,0,0,7.7333,False,True,False,1,7.7333,1,2.167143305297764,Adult,Survived,3rd Class
0,1,49.0,1,1,110.8833,True,False,False,3,36.9611,3,4.717456363787216,Middle-Aged,Did Not Survive,1st Class
0,3,42.0,0,0,7.65,True,False,True,1,7.65,1,2.157559320943788,Middle-Aged,Did Not Survive,3rd Class
1,1,18.0,1,0,227.525,False,False,False,3,75.84166666666667,2,5.4316456135398825,Youth,Survived,1st Class
1,1,35.0,0,0,26.2875,True,False,True,3,8.762500000000001,1,3.3064287218760624,Adult,Survived,1st Class
0,3,18.0,0,1,14.4542,False,False,False,1,14.4542,2,2.737880811060884,Youth,Did Not Survive,3rd Class
0,3,25.0,0,0,7.7417,True,True,False,1,7.7417,1,2.1681046787623672,Adult,Did Not Survive,3rd Class
0,3,26.0,1,0,7.8542,True,False,True,1,7.8542,2,2.180891922715322,Adult,Did Not Survive,3rd Class
0,2,39.0,0,0,26.0,True,False,True,2,13.0,1,3.295836866004329,Middle-Aged,Did Not Survive,2nd Class
1,2,45.0,0,0,13.5,False,False,True,2,6.75,1,2.6741486494265287,Middle-Aged,Survived,2nd Class
1,1,42.0,0,0,26.2875,True,False,True,3,8.762500000000001,1,3.3064287218760624,Middle-Aged,Survived,1st Class
1,1,22.0,0,0,151.55,False,False,True,3,50.51666666666667,1,5.027492411162679,Adult,Survived,1st Class
1,1,24.0,0,0,49.5042,False,False,False,3,16.5014,1,3.922056501139853,Adult,Survived,1st Class
0,1,28.0,0,0,26.55,True,False,True,3,8.85,1,3.3160025355989236,Adult,Did Not Survive,1st Class
1,1,48.0,1,0,52.0,True,False,True,3,17.333333333333332,2,3.970291913552122,Middle-Aged,Survived,1st Class
0,3,29.0,0,0,9.4833,True,False,True,1,9.4833,1,2.3497835148230464,Adult,Did Not Survive,3rd Class
0,2,52.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Middle-Aged,Did Not Survive,2nd Class
0,3,19.0,0,0,7.65,True,False,True,1,7.65,1,2.157559320943788,Adult,Did Not Survive,3rd Class
1,1,38.0,0,0,227.525,False,False,False,3,75.84166666666667,1,5.4316456135398825,Middle-Aged,Survived,1st Class
1,2,27.0,0,0,10.5,False,False,True,2,5.25,1,2.4423470353692043,Adult,Survived,2nd Class
0,3,28.0,0,0,15.5,True,True,False,1,15.5,1,2.803360380906535,Adult,Did Not Survive,3rd Class
0,3,33.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Adult,Did Not Survive,3rd Class
1,2,6.0,0,1,33.0,False,False,True,2,16.5,2,3.5263605246161616,Child,Survived,2nd Class
0,3,17.0,1,0,7.0542,True,False,True,1,7.0542,2,2.086193694502369,Youth,Did Not Survive,3rd Class
0,2,34.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Adult,Did Not Survive,2nd Class
0,2,50.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Middle-Aged,Did Not Survive,2nd Class
1,1,27.0,1,0,53.1,True,False,True,3,17.7,2,3.9908341858524357,Adult,Survived,1st Class
0,3,20.0,0,0,8.6625,True,False,True,1,8.6625,1,2.2682524139135403,Adult,Did Not Survive,3rd Class
1,2,30.0,3,0,21.0,False,False,True,2,10.5,4,3.091042453358316,Adult,Survived,2nd Class
1,3,28.0,0,0,7.7375,False,True,False,1,7.7375,1,2.1676241075599285,Adult,Survived,3rd Class
0,2,25.0,1,0,26.0,True,False,True,2,13.0,2,3.295836866004329,Adult,Did Not Survive,2nd Class
0,3,25.0,1,0,7.925,False,False,True,1,7.925,2,2.188856327665703,Adult,Did Not Survive,3rd Class
1,1,29.0,0,0,211.3375,False,False,True,3,70.44583333333334,1,5.35817698994543,Adult,Survived,1st Class
0,3,11.0,0,0,18.7875,True,False,False,1,18.7875,1,2.9850504252071306,Child,Did Not Survive,3rd Class
0,3,28.5,0,0,16.1,True,False,True,1,16.1,1,2.8390784635086144,Adult,Did Not Survive,3rd Class
0,3,48.0,1,3,34.375,False,False,True,1,34.375,5,3.5660053559634015,Middle-Aged,Did Not Survive,3rd Class
1,1,35.0,0,0,262.375,True,False,False,3,87.45833333333333,1,5.5735788721243535,Adult,Survived,1st Class
1,1,28.0,0,0,30.0,True,False,True,3,10.0,1,3.4339872044851463,Adult,Survived,1st Class
0,1,36.0,1,0,78.85,True,False,True,3,26.28333333333333,2,4.380149874661021,Middle-Aged,Did Not Survive,1st Class
1,1,21.0,2,2,262.375,False,False,False,3,87.45833333333333,5,5.5735788721243535,Adult,Survived,1st Class
0,3,24.0,1,0,16.1,True,False,True,1,16.1,2,2.8390784635086144,Adult,Did Not Survive,3rd Class
1,3,31.0,0,0,7.925,True,False,True,1,7.925,1,2.188856327665703,Adult,Survived,3rd Class
0,1,70.0,1,1,71.0,True,False,True,3,23.666666666666668,3,4.276666119016055,Senior,Did Not Survive,1st Class
0,3,16.0,1,1,20.25,True,False,True,1,20.25,3,3.056356895370426,Youth,Did Not Survive,3rd Class
1,2,30.0,0,0,13.0,False,False,True,2,6.5,1,2.639057329615259,Adult,Survived,2nd Class
0,1,19.0,1,0,53.1,True,False,True,3,17.7,2,3.9908341858524357,Adult,Did Not Survive,1st Class
0,3,31.0,0,0,7.75,True,True,False,1,7.75,1,2.169053700369523,Adult,Did Not Survive,3rd Class
1,2,4.0,1,1,23.0,False,False,True,2,11.5,3,3.1780538303479458,Child,Survived,2nd Class
1,3,6.0,0,1,12.475,True,False,True,1,12.475,2,2.600836116795061,Child,Survived,3rd Class
0,3,33.0,0,0,9.5,True,False,True,1,9.5,1,2.3513752571634776,Adult,Did Not Survive,3rd Class
0,3,23.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
1,2,48.0,1,2,65.0,False,False,True,2,32.5,4,4.189654742026425,Middle-Aged,Survived,2nd Class
1,2,0.67,1,1,14.5,True,False,True,2,7.25,3,2.740840023925201,Child,Survived,2nd Class
0,3,28.0,0,0,7.7958,True,False,True,1,7.7958,1,2.174274334826008,Adult,Did Not Survive,3rd Class
1,1,33.0,0,0,86.5,False,False,True,3,28.833333333333332,1,4.471638793363569,Adult,Survived,1st Class
0,3,41.0,0,0,7.125,True,False,True,1,7.125,1,2.094945728215801,Middle-Aged,Did Not Survive,3rd Class
1,3,20.0,0,0,7.2292,True,False,False,1,7.2292,1,2.1076888046179385,Adult,Survived,3rd Class
1,1,36.0,1,2,120.0,False,False,True,3,40.0,4,4.795790545596741,Middle-Aged,Survived,1st Class
0,3,16.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Youth,Did Not Survive,3rd Class
1,1,51.0,1,0,77.9583,False,False,True,3,25.986099999999997,2,4.368919865004903,Middle-Aged,Survived,1st Class
0,1,28.0,0,0,39.6,True,False,False,3,13.200000000000001,1,3.703768066607687,Adult,Did Not Survive,1st Class
0,3,30.5,0,0,7.75,False,True,False,1,7.75,1,2.169053700369523,Adult,Did Not Survive,3rd Class
0,3,28.0,1,0,24.15,True,True,False,1,24.15,2,3.224857896545748,Adult,Did Not Survive,3rd Class
0,3,32.0,0,0,8.3625,True,False,True,1,8.3625,1,2.236712348843338,Adult,Did Not Survive,3rd Class
0,3,24.0,0,0,9.5,True,False,True,1,9.5,1,2.3513752571634776,Adult,Did Not Survive,3rd Class
0,3,48.0,0,0,7.8542,True,False,True,1,7.8542,1,2.180891922715322,Middle-Aged,Did Not Survive,3rd Class
0,2,57.0,0,0,10.5,False,False,True,2,5.25,1,2.4423470353692043,Middle-Aged,Did Not Survive,2nd Class
1,2,54.0,1,3,23.0,False,False,True,2,11.5,5,3.1780538303479458,Middle-Aged,Survived,2nd Class
0,3,18.0,0,0,7.75,True,False,True,1,7.75,1,2.169053700369523,Youth,Did Not Survive,3rd Class
1,3,5.0,0,0,12.475,False,False,True,1,12.475,1,2.600836116795061,Child,Survived,3rd Class
0,3,28.0,0,0,7.7375,True,True,False,1,7.7375,1,2.1676241075599285,Adult,Did Not Survive,3rd Class
1,1,43.0,0,1,211.3375,False,False,True,3,70.44583333333334,2,5.35817698994543,Middle-Aged,Survived,1st Class
1,3,13.0,0,0,7.2292,False,False,False,1,7.2292,1,2.1076888046179385,Youth,Survived,3rd Class
1,1,17.0,1,0,57.0,False,False,True,3,19.0,2,4.060443010546419,Youth,Survived,1st Class
0,1,29.0,0,0,30.0,True,False,True,3,10.0,1,3.4339872044851463,Adult,Did Not Survive,1st Class
0,3,28.0,1,2,23.45,True,False,True,1,23.45,4,3.196630215920881,Adult,Did Not Survive,3rd Class
0,3,25.0,0,0,7.05,True,False,True,1,7.05,1,2.085672091430472,Adult,Did Not Survive,3rd Class
0,3,25.0,0,0,7.25,True,False,True,1,7.25,1,2.1102132003465894,Adult,Did Not Survive,3rd Class
1,3,18.0,0,0,7.4958,False,False,True,1,7.4958,1,2.139571923732859,Youth,Survived,3rd Class
0,3,8.0,4,1,29.125,True,True,False,1,29.125,6,3.405355391810819,Child,Did Not Survive,3rd Class
1,3,1.0,1,2,20.575,True,False,True,1,20.575,4,3.0715352369694915,Child,Survived,3rd Class
0,1,46.0,0,0,79.2,True,False,False,3,26.400000000000002,1,4.384523514872469,Middle-Aged,Did Not Survive,1st Class
0,2,16.0,0,0,26.0,True,False,True,2,13.0,1,3.295836866004329,Youth,Did Not Survive,2nd Class
0,1,28.0,0,0,30.6958,True,False,False,3,10.231933333333332,1,3.4561841799918147,Adult,Did Not Survive,1st Class
0,3,25.0,0,0,7.8958,True,False,True,1,7.8958,1,2.1855792552411137,Adult,Did Not Survive,3rd Class
0,2,39.0,0,0,13.0,True,False,True,2,6.5,1,2.639057329615259,Middle-Aged,Did Not Survive,2nd Class
1,1,49.0,0,0,25.9292,False,False,True,3,8.643066666666668,1,3.2932111997353943,Middle-Aged,Survived,1st Class
1,3,31.0,0,0,8.6833,False,False,True,1,8.6833,1,2.270402752283094,Adult,Survived,3rd Class
0,3,30.0,0,0,7.2292,True,False,False,1,7.2292,1,2.1076888046179385,Adult,Did Not Survive,3rd Class
0,3,30.0,1,1,24.15,False,False,True,1,24.15,3,3.224857896545748,Adult,Did Not Survive,3rd Class
1,2,31.0,1,1,26.25,False,False,True,2,13.125,3,3.305053521109253,Adult,Survived,2nd Class
1,1,11.0,1,2,120.0,True,False,True,3,40.0,4,4.795790545596741,Child,Survived,1st Class
1,3,0.42,0,1,8.5167,True,False,False,1,8.5167,2,2.2530481500547457,Child,Survived,3rd Class
1,3,27.0,0,0,6.975,True,False,True,1,6.975,1,2.076311648670908,Adult,Survived,3rd Class
0,3,31.0,0,0,7.775,True,False,True,1,7.775,1,2.1719067693519296,Adult,Did Not Survive,3rd Class
0,1,39.0,0,0,0.0,True,False,True,3,0.0,1,0.0,Middle-Aged,Did Not Survive,1st Class
0,3,18.0,0,0,7.775,False,False,True,1,7.775,1,2.1719067693519296,Youth,Did Not Survive,3rd Class
1,1,33.0,1,0,53.1,False,False,True,3,17.7,2,3.9908341858524357,Adult,Survived,1st Class
0,3,26.0,0,0,7.8875,True,False,True,1,7.8875,1,2.1846457951293594,Adult,Did Not Survive,3rd Class
0,3,39.0,0,0,24.15,True,False,True,1,24.15,1,3.224857896545748,Middle-Aged,Did Not Survive,3rd Class
0,2,35.0,0,0,10.5,True,False,True,2,5.25,1,2.4423470353692043,Adult,Did Not Survive,2nd Class
0,3,6.0,4,2,31.275,False,False,True,1,31.275,7,3.4742929367327062,Child,Did Not Survive,3rd Class
0,3,30.5,0,0,8.05,True,False,True,1,8.05,1,2.2027647577118348,Adult,Did Not Survive,3rd Class
0,3,23.0,0,0,7.925,False,False,True,1,7.925,1,2.188856327665703,Adult,Did Not Survive,3rd Class
0,2,31.0,1,1,37.0042,True,False,False,2,18.5021,3,3.637696679934592,Adult,Did Not Survive,2nd Class
0,3,43.0,0,0,6.45,True,False,True,1,6.45,1,2.0082140323914683,Middle-Aged,Did Not Survive,3rd Class
0,3,10.0,3,2,27.9,True,False,True,1,27.9,6,3.3638415951183864,Child,Did Not Survive,3rd Class
1,1,52.0,1,1,93.5,False,False,True,3,31.166666666666668,3,4.548599834499697,Middle-Aged,Survived,1st Class
1,3,27.0,0,0,8.6625,True,False,True,1,8.6625,1,2.2682524139135403,Adult,Survived,3rd Class
0,1,38.0,0,0,0.0,True,False,True,3,0.0,1,0.0,Middle-Aged,Did Not Survive,1st Class
1,3,27.0,0,1,12.475,False,False,True,1,12.475,2,2.600836116795061,Adult,Survived,3rd Class
0,3,2.0,4,1,39.6875,True,False,True,1,39.6875,6,3.705920919968788,Child,Did Not Survive,3rd Class
0,3,28.0,0,0,6.95,True,True,False,1,6.95,1,2.0731719286662407,Adult,Did Not Survive,3rd Class
1,2,1.0,0,2,37.0042,True,False,False,2,18.5021,3,3.637696679934592,Child,Survived,2nd Class
1,3,28.0,0,0,7.75,True,True,False,1,7.75,1,2.169053700369523,Adult,Survived,3rd Class
1,1,62.0,0,0,80.0,False,False,True,3,26.666666666666668,1,4.394449154672439,Senior,Survived,1st Class
1,3,15.0,1,0,14.4542,False,False,False,1,14.4542,2,2.737880811060884,Youth,Survived,3rd Class
1,2,0.83,1,1,18.75,True,False,True,2,9.375,3,2.9831534913471307,Child,Survived,2nd Class
0,3,23.0,0,0,7.8542,True,False,True,1,7.8542,1,2.180891922715322,Adult,Did Not Survive,3rd Class
0,3,18.0,0,0,8.3,True,False,True,1,8.3,1,2.2300144001592104,Youth,Did Not Survive,3rd Class
1,1,39.0,1,1,83.1583,False,False,False,3,27.71943333333333,3,4.432699549165613,Middle-Aged,Survived,1st Class
0,3,21.0,0,0,8.6625,True,False,True,1,8.6625,1,2.2682524139135403,Adult,Did Not Survive,3rd Class
1,1,28.0,0,0,29.7,True,False,False,3,9.9,1,3.4242626545931514,Adult,Survived,1st Class
