pclass,age,sibsp,parch,fare,survived,sex_male,embarked_Q,embarked_S,pclass_ordinal,fare_per_class_unit,family_size,class_fare_interaction,fare_log,age_group,survived_label,class_label,age_zscore,fare_zscore,is_alone,high_fare,fare_quartile,class_survival_rate
1,34.6,0,0,44.3,1,True,False,False,3,14.766666666666666,1,0.9341656991984644,3.813307032488989,Adult,Survived,1st Class,0.4813,0.3112,1,1,Q4_high,0.6343
3,29.0,0,1,1.85,0,True,False,False,1,1.85,2,-0.5816414365469871,1.0473189942805592,Adult,Did Not Survive,3rd Class,0.0197,-0.5813,0,0,Q1_low,0.2439
3,31.9,1,0,7.05,0,True,False,True,1,7.05,2,-0.4722478908385849,2.085672091430472,Adult,Did Not Survive,3rd Class,0.2587,-0.472,0,0,Q2_mid_low,0.2439
1,28.4,0,0,94.92,1,False,False,True,3,31.64,1,4.128877978290379,4.5635145107192585,Adult,Survived,1st Class,-0.0298,1.3755,1,1,Q4_high,0.6343
3,30.4,0,0,8.75,0,True,False,True,1,8.75,1,-0.4364846162800688,2.277267285009756,Adult,Did Not Survive,3rd Class,0.1351,-0.4362,1,0,Q2_mid_low,0.2439
2,28.2,0,0,22.73,0,False,False,True,2,11.365,1,-0.2847685521741907,3.166740070447672,Adult,Did Not Survive,2nd Class,-0.0463,-0.1423,1,1,Q3_mid_high,0.4615
3,37.7,2,4,3.79,0,False,False,True,1,3.79,7,-0.5408292291096217,1.5665304114228238,Middle-Aged,Did Not Survive,3rd Class,0.7368,-0.5405,0,0,Q1_low,0.2439
1,28.4,1,3,43.27,1,True,False,True,3,14.423333333333334,5,0.8691606883832796,3.7903072467440495,Adult,Survived,1st Class,-0.0298,0.2896,0,1,Q4_high,0.6343
2,12.7,0,0,5.0,1,False,True,False,2,2.5,1,-1.0307483850241792,1.791759469228055,Youth,Survived,2nd Class,-1.3238,-0.5151,1,0,Q1_low,0.4615
2,18.0,0,2,39.53,0,True,False,True,2,19.765,3,0.4220820508647155,3.702042440640217,Youth,Did Not Survive,2nd Class,-0.887,0.2109,0,1,Q4_high,0.4615
2,13.5,0,1,5.0,0,False,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Youth,Did Not Survive,2nd Class,-1.2579,-0.5151,0,0,Q1_low,0.4615
3,28.4,0,0,7.45,1,False,False,True,1,7.45,1,-0.4638330027071694,2.134166441369082,Adult,Survived,3rd Class,-0.0298,-0.4636,1,0,Q2_mid_low,0.2439
1,43.0,1,0,166.16,1,True,False,False,3,55.38666666666666,2,8.624952706905706,5.118951437579715,Middle-Aged,Survived,1st Class,1.1736,2.8734,0,1,Q4_high,0.6343
3,28.4,0,5,7.02,0,True,False,True,1,7.02,6,-0.4728790074484411,2.081938421878423,Adult,Did Not Survive,3rd Class,-0.0298,-0.4726,0,0,Q2_mid_low,0.2439
1,18.3,1,0,210.21,1,False,False,True,3,70.07000000000001,2,11.40502137332212,5.3528528991960505,Adult,Survived,1st Class,-0.8622,3.7995,0,1,Q4_high,0.6343
1,28.4,0,0,107.16,0,True,True,False,3,35.72,1,4.9013647087543255,4.683611612294654,Adult,Did Not Survive,1st Class,-0.0298,1.6329,1,1,Q4_high,0.6343
3,3.2,1,0,1.0,0,True,False,True,1,1.0,2,-0.5995230738262451,0.6931471805599453,Child,Did Not Survive,3rd Class,-2.1068,-0.5992,0,0,Q1_low,0.2439
1,28.4,1,3,158.46,1,True,False,False,3,52.82,5,8.13899291731646,5.07179310707435,Adult,Survived,1st Class,-0.0298,2.7115,0,1,Q4_high,0.6343
3,2.6,0,0,3.02,0,False,False,False,1,3.02,1,-0.5570278887625967,1.3912819026309298,Child,Did Not Survive,3rd Class,-2.1563,-0.5567,1,0,Q1_low,0.2439
1,31.2,0,2,5.0,1,True,False,True,3,1.6666666666666667,3,-1.5461225775362688,1.791759469228055,Adult,Survived,1st Class,0.201,-0.5151,0,0,Q1_low,0.6343
2,20.4,0,0,7.64,0,True,False,True,2,3.82,1,-0.919671861689494,2.1564025828159643,Adult,Did Not Survive,2nd Class,-0.6892,-0.4596,1,0,Q2_mid_low,0.4615
3,25.9,0,2,2.55,1,False,False,True,1,2.55,3,-0.5669153823170099,1.2669476034873244,Adult,Survived,3rd Class,-0.2358,-0.5666,0,0,Q1_low,0.2439
3,33.0,3,0,2.58,0,True,False,True,1,2.58,4,-0.5662842657071537,1.275362800412609,Adult,Did Not Survive,3rd Class,0.3494,-0.566,0,0,Q1_low,0.2439
1,44.6,0,0,84.31,1,True,False,False,3,28.10333333333333,1,3.459263255232986,4.446291680920603,Middle-Aged,Survived,1st Class,1.3055,1.1524,1,1,Q4_high,0.6343
2,28.4,0,2,5.0,0,False,False,True,2,2.5,3,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
3,18.5,1,0,5.7,0,False,True,False,1,5.7,2,-0.5006481382821124,1.9021075263969205,Adult,Did Not Survive,3rd Class,-0.8458,-0.5004,0,0,Q2_mid_low,0.2439
3,25.4,0,1,1.0,0,False,False,True,1,1.0,2,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.277,-0.5992,0,0,Q1_low,0.2439
1,28.4,0,0,51.71,1,False,False,True,3,17.236666666666668,1,1.4018231071018836,3.964805190867116,Adult,Survived,1st Class,-0.0298,0.467,1,1,Q4_high,0.6343
3,28.4,0,1,7.67,0,True,False,True,1,7.67,2,-0.4592048142348909,2.1598687907924505,Adult,Did Not Survive,3rd Class,-0.0298,-0.4589,0,0,Q2_mid_low,0.2439
3,42.2,4,0,2.79,0,True,False,True,1,2.79,5,-0.5618664494381606,1.332366019094335,Middle-Aged,Did Not Survive,3rd Class,1.1077,-0.5615,0,0,Q1_low,0.2439
3,28.4,0,3,5.98,0,True,False,True,1,5.98,4,-0.4947577165901215,1.9430489167742813,Adult,Did Not Survive,3rd Class,-0.0298,-0.4945,0,0,Q2_mid_low,0.2439
2,33.6,1,0,22.96,0,True,False,True,2,11.48,2,-0.2750914308230628,3.1763857732472487,Adult,Did Not Survive,2nd Class,0.3988,-0.1375,0,1,Q3_mid_high,0.4615
3,25.9,0,0,7.73,0,True,True,False,1,7.73,1,-0.4579425810151785,2.166765369851511,Adult,Did Not Survive,3rd Class,-0.2358,-0.4577,1,0,Q2_mid_low,0.2439
3,37.7,0,0,8.65,0,False,False,True,1,8.65,1,-0.4385883383129227,2.2669579153508947,Middle-Aged,Did Not Survive,3rd Class,0.7368,-0.4383,1,0,Q2_mid_low,0.2439
3,28.0,1,1,12.09,0,True,False,True,1,12.09,3,-0.366220300382749,2.5718485799218085,Adult,Did Not Survive,3rd Class,-0.0627,-0.366,0,1,Q3_mid_high,0.2439
2,25.5,0,0,23.2,0,True,False,True,2,11.6,1,-0.2649935650653642,3.186352633162641,Adult,Did Not Survive,2nd Class,-0.2688,-0.1324,1,1,Q3_mid_high,0.4615
1,46.8,0,2,5.0,1,True,False,True,3,1.6666666666666667,3,-1.5461225775362688,1.791759469228055,Middle-Aged,Survived,1st Class,1.4868,-0.5151,0,0,Q1_low,0.6343
3,18.6,0,0,3.7,1,False,False,True,1,3.7,1,-0.5427225789391902,1.547562508716013,Adult,Survived,3rd Class,-0.8375,-0.5424,1,0,Q1_low,0.2439
3,13.7,0,4,5.71,0,True,False,True,1,5.71,5,-0.5004377660788271,1.9035989509835904,Youth,Did Not Survive,3rd Class,-1.2414,-0.5002,0,0,Q2_mid_low,0.2439
1,28.4,0,2,62.45,1,True,False,True,3,20.816666666666663,3,2.0796423460874065,4.150252194160397,Adult,Survived,1st Class,-0.0298,0.6928,0,1,Q4_high,0.6343
1,28.4,0,1,72.67,1,True,False,True,3,24.223333333333333,2,2.724643521360408,4.299595660694722,Adult,Survived,1st Class,-0.0298,0.9077,0,1,Q4_high,0.6343
2,30.3,0,0,25.25,1,False,False,True,2,12.625,1,-0.1787409617183548,3.2676659890376327,Adult,Survived,2nd Class,0.1268,-0.0893,1,1,Q3_mid_high,0.4615
2,36.4,1,0,21.85,1,False,False,False,2,10.925,2,-0.3217940599524191,3.128951117340214,Middle-Aged,Survived,2nd Class,0.6296,-0.1608,0,1,Q3_mid_high,0.4615
3,28.4,1,0,5.26,0,True,True,False,1,5.26,2,-0.5099045152266695,1.8341801851120072,Adult,Did Not Survive,3rd Class,-0.0298,-0.5096,0,0,Q2_mid_low,0.2439
3,17.7,0,2,38.65,0,True,False,True,1,38.65,3,0.1925282715432435,3.680090948080857,Youth,Did Not Survive,3rd Class,-0.9117,0.1924,0,1,Q4_high,0.2439
1,41.9,3,0,12.01,1,False,False,False,3,4.003333333333333,4,-1.1037098340270963,2.565718292524414,Middle-Aged,Survived,1st Class,1.0829,-0.3677,0,1,Q3_mid_high,0.6343
1,31.4,0,1,5.0,0,False,False,False,3,1.6666666666666667,2,-1.5461225775362688,1.791759469228055,Adult,Did Not Survive,1st Class,0.2175,-0.5151,0,0,Q1_low,0.6343
3,28.4,0,1,4.38,1,False,False,True,1,4.38,2,-0.5284172691157838,1.682688374173693,Adult,Survived,3rd Class,-0.0298,-0.5281,0,0,Q1_low,0.2439
3,28.8,1,0,14.6,1,False,False,True,1,14.6,2,-0.3134168773581164,2.747270914255491,Adult,Survived,3rd Class,0.0032,-0.3132,0,1,Q3_mid_high,0.2439
2,11.2,0,1,30.8,1,True,False,False,2,15.4,2,0.0547721839284267,3.459466289786131,Child,Survived,2nd Class,-1.4474,0.0274,0,1,Q4_high,0.4615
3,35.5,0,0,1.0,0,False,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,0.5554,-0.5992,1,0,Q1_low,0.2439
3,28.4,0,0,3.87,0,True,False,True,1,3.87,1,-0.5391462514833385,1.5830939370944983,Adult,Did Not Survive,3rd Class,-0.0298,-0.5388,1,0,Q1_low,0.2439
3,38.0,2,1,9.45,0,True,False,True,1,9.45,4,-0.4217585620500916,2.34660197841082,Middle-Aged,Did Not Survive,3rd Class,0.7615,-0.4215,0,0,Q2_mid_low,0.2439
3,22.4,1,0,7.91,1,True,False,True,1,7.91,2,-0.4541558813560415,2.187174241482718,Adult,Survived,3rd Class,-0.5243,-0.4539,0,0,Q2_mid_low,0.2439
3,26.0,1,0,5.67,1,True,False,False,1,5.67,2,-0.5012792548919687,1.897619859927532,Adult,Survived,3rd Class,-0.2276,-0.501,0,0,Q2_mid_low,0.2439
3,18.2,2,0,8.64,0,True,False,True,1,8.64,3,-0.4387987105162081,2.265921108622454,Adult,Did Not Survive,3rd Class,-0.8705,-0.4386,0,0,Q2_mid_low,0.2439
1,43.8,0,0,20.98,1,False,False,True,3,6.993333333333333,1,-0.5375982349861153,3.090132948975475,Middle-Aged,Survived,1st Class,1.2395,-0.1791,1,1,Q3_mid_high,0.6343
3,19.4,0,0,2.72,0,True,False,True,1,2.72,1,-0.5633390548611583,1.3137236682850553,Adult,Did Not Survive,3rd Class,-0.7716,-0.563,1,0,Q1_low,0.2439
3,11.8,1,0,3.57,1,True,True,False,1,3.57,2,-0.5454574175819003,1.5195132049061133,Child,Survived,3rd Class,-1.398,-0.5451,0,0,Q1_low,0.2439
1,21.0,0,0,7.49,1,True,False,True,3,2.4966666666666666,1,-1.3889745416820836,2.138889000323256,Adult,Survived,1st Class,-0.6397,-0.4627,1,0,Q2_mid_low,0.6343
2,14.6,0,1,5.0,1,False,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Youth,Survived,2nd Class,-1.1672,-0.5151,0,0,Q1_low,0.4615
3,18.0,0,0,2.8,0,True,False,True,1,2.8,1,-0.5616560772348752,1.33500106673234,Youth,Did Not Survive,3rd Class,-0.887,-0.5613,1,0,Q1_low,0.2439
3,30.4,4,1,12.92,0,True,False,False,1,12.92,6,-0.3487594075100618,2.633326654906273,Adult,Did Not Survive,3rd Class,0.1351,-0.3486,0,1,Q3_mid_high,0.2439
1,9.6,1,0,25.41,0,False,False,False,3,8.47,2,-0.2580135768198335,3.273742726309041,Child,Did Not Survive,1st Class,-1.5793,-0.086,0,1,Q3_mid_high,0.6343
1,44.5,0,0,72.56,1,False,False,False,3,24.186666666666667,1,2.7177012386519905,4.298101399736121,Middle-Aged,Survived,1st Class,1.2972,0.9054,1,1,Q4_high,0.6343
3,28.4,0,0,1.0,0,False,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.0298,-0.5992,1,0,Q1_low,0.2439
3,47.2,0,0,15.14,0,False,True,False,1,15.14,1,-0.3020567783807054,2.7813006628418027,Middle-Aged,Did Not Survive,3rd Class,1.5198,-0.3019,1,1,Q3_mid_high,0.2439
1,60.9,0,2,206.58,0,False,False,False,3,68.86,3,11.175926043944331,5.335516807537143,Senior,Did Not Survive,1st Class,2.649,3.7232,0,1,Q4_high,0.6343
1,40.8,0,0,20.91,1,False,False,True,3,6.97,1,-0.5420160512551084,3.086943153607375,Middle-Aged,Survived,1st Class,0.9923,-0.1806,1,1,Q3_mid_high,0.6343
2,43.9,0,0,10.48,0,True,False,False,2,5.24,1,-0.8001804502233932,2.4406063908914204,Middle-Aged,Did Not Survive,2nd Class,1.2478,-0.3999,1,0,Q2_mid_low,0.4615
1,28.4,0,0,20.0,1,False,False,False,3,6.666666666666667,1,-0.5994476627520195,3.044522437723423,Adult,Survived,1st Class,-0.0298,-0.1997,1,1,Q3_mid_high,0.6343
3,28.4,2,3,4.86,0,True,False,True,1,4.86,6,-0.5183194033580851,1.7681496035889213,Adult,Did Not Survive,3rd Class,-0.0298,-0.518,0,0,Q1_low,0.2439
1,50.9,2,0,151.34,0,True,False,False,3,50.446666666666665,3,7.689637891098869,5.026114864944642,Middle-Aged,Did Not Survive,1st Class,1.8248,2.5618,0,1,Q4_high,0.6343
2,46.0,0,0,10.12,1,False,True,False,2,5.06,1,-0.8153272488599411,2.4087452888224363,Middle-Aged,Survived,2nd Class,1.4209,-0.4074,1,0,Q2_mid_low,0.4615
3,28.4,1,1,2.03,0,False,False,True,1,2.03,3,-0.57785473688785,1.1085626195212777,Adult,Did Not Survive,3rd Class,-0.0298,-0.5775,0,0,Q1_low,0.2439
3,36.3,0,0,11.47,0,False,False,True,1,11.47,1,-0.3792633769864431,2.523325759691945,Middle-Aged,Did Not Survive,3rd Class,0.6214,-0.379,1,0,Q2_mid_low,0.2439
3,32.2,0,0,5.96,0,False,True,False,1,5.96,1,-0.4951784609966923,1.9401794743463283,Adult,Did Not Survive,3rd Class,0.2834,-0.4949,1,0,Q2_mid_low,0.2439
3,39.7,0,1,5.19,0,True,False,True,1,5.19,2,-0.5113771206496672,1.8229350866965048,Middle-Aged,Did Not Survive,3rd Class,0.9016,-0.5111,0,0,Q2_mid_low,0.2439
3,28.4,0,0,1.68,1,True,True,False,1,1.68,1,-0.5852177640028388,0.9858167945227652,Adult,Survived,3rd Class,-0.0298,-0.5849,1,0,Q1_low,0.2439
1,55.7,0,2,230.68,0,False,False,True,3,76.89333333333333,3,12.69691707369769,5.445357109197351,Middle-Aged,Did Not Survive,1st Class,2.2204,4.2299,0,1,Q4_high,0.6343
1,42.8,0,0,23.86,1,False,False,True,3,7.953333333333333,1,-0.3558366513475394,3.213260086082565,Middle-Aged,Survived,1st Class,1.1571,-0.1185,1,1,Q3_mid_high,0.6343
3,35.0,1,0,1.99,0,True,False,True,1,1.99,2,-0.5786962257009917,1.095273387402595,Adult,Did Not Survive,3rd Class,0.5142,-0.5784,0,0,Q1_low,0.2439
1,24.9,1,2,73.94,1,False,False,False,3,24.646666666666665,4,2.8047953308121407,4.316687793365541,Adult,Survived,1st Class,-0.3183,0.9344,0,1,Q4_high,0.6343
1,18.7,0,0,6.91,1,True,False,True,3,2.303333333333333,1,-1.4255793050537413,2.0681277817795625,Adult,Survived,1st Class,-0.8293,-0.4749,1,0,Q2_mid_low,0.6343
2,28.4,1,3,5.0,0,False,False,True,2,2.5,5,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
1,46.8,1,2,50.4,0,True,False,False,3,16.8,4,1.3191468312107255,3.93963817246112,Middle-Aged,Did Not Survive,1st Class,1.4868,0.4395,0,1,Q4_high,0.6343
3,30.1,0,3,10.19,1,True,False,True,1,10.19,4,-0.4061910190069728,2.4150205223238337,Adult,Survived,3rd Class,0.1104,-0.406,0,0,Q2_mid_low,0.2439
3,38.6,0,0,3.27,0,True,True,False,1,3.27,1,-0.5517685836804619,1.4516138272405332,Middle-Aged,Did Not Survive,3rd Class,0.8109,-0.5515,1,0,Q1_low,0.2439
3,23.4,1,0,4.57,0,True,False,True,1,4.57,2,-0.5244201972533613,1.717395053939193,Adult,Did Not Survive,3rd Class,-0.4419,-0.5241,0,0,Q1_low,0.2439
3,16.4,0,3,28.12,0,True,True,False,1,28.12,4,-0.0289936585162708,3.3714252233284854,Youth,Did Not Survive,3rd Class,-1.0188,-0.029,0,1,Q3_mid_high,0.2439
1,26.5,0,0,19.93,1,False,False,False,3,6.6433333333333335,1,-0.6038654790210127,3.0411835364579085,Adult,Survived,1st Class,-0.1864,-0.2012,1,1,Q3_mid_high,0.6343
3,31.7,0,0,7.85,0,True,False,False,1,7.85,1,-0.4554181145757539,2.180417459019838,Adult,Did Not Survive,3rd Class,0.2422,-0.4552,1,0,Q2_mid_low,0.2439
3,15.7,1,0,26.69,0,True,False,True,1,26.69,2,-0.0590768835860814,3.3210713371828704,Youth,Did Not Survive,3rd Class,-1.0765,-0.059,0,1,Q3_mid_high,0.2439
3,18.0,0,0,5.65,1,True,False,True,1,5.65,1,-0.5016999992985394,1.8946168546677629,Youth,Survived,3rd Class,-0.887,-0.5014,1,0,Q2_mid_low,0.2439
1,28.4,0,0,15.54,1,True,False,False,3,5.18,1,-0.8809256707478699,2.805781689595545,Adult,Survived,1st Class,-0.0298,-0.2935,1,1,Q3_mid_high,0.6343
3,9.8,0,0,11.43,0,True,False,True,1,11.43,1,-0.3801048657995847,2.52011290552262,Child,Did Not Survive,3rd Class,-1.5628,-0.3799,1,0,Q2_mid_low,0.2439
3,4.2,1,0,1.7,0,False,False,True,1,1.7,2,-0.584797019596268,0.9932517730102832,Child,Did Not Survive,3rd Class,-2.0244,-0.5845,0,0,Q1_low,0.2439
3,20.9,1,0,12.66,0,False,False,True,1,12.66,2,-0.3542290847954819,2.614471854142644,Adult,Did Not Survive,3rd Class,-0.6479,-0.354,0,1,Q3_mid_high,0.2439
2,3.6,0,0,32.72,0,False,False,True,2,16.36,1,0.1355551099900159,3.518091133133655,Child,Did Not Survive,2nd Class,-2.0739,0.0677,1,1,Q4_high,0.4615
2,14.7,1,1,8.53,0,True,False,True,2,4.265,3,-0.882225609504695,2.254444717666111,Youth,Did Not Survive,2nd Class,-1.159,-0.4409,0,0,Q2_mid_low,0.4615
3,41.7,0,2,8.72,1,True,False,True,1,8.72,3,-0.437115732889925,2.274185618472348,Middle-Aged,Survived,3rd Class,1.0665,-0.4369,0,0,Q2_mid_low,0.2439
2,35.6,0,0,5.15,0,False,False,True,2,2.575,1,-1.0244372189256177,1.8164520818184269,Middle-Aged,Did Not Survive,2nd Class,0.5637,-0.5119,1,0,Q2_mid_low,0.4615
3,28.4,2,0,2.99,0,True,False,True,1,2.99,3,-0.5576590053724528,1.383791230901772,Adult,Did Not Survive,3rd Class,-0.0298,-0.5573,0,0,Q1_low,0.2439
1,58.3,0,2,59.67,1,True,False,False,3,19.89,3,1.9041919285473925,4.105449341954206,Middle-Aged,Survived,1st Class,2.4347,0.6344,0,1,Q4_high,0.6343
1,43.8,1,3,53.47,1,False,False,True,3,17.823333333333334,5,1.5128996304365692,3.9976500913955832,Middle-Aged,Survived,1st Class,1.2395,0.504,0,1,Q4_high,0.6343
3,28.4,0,0,3.22,0,True,False,True,1,3.22,1,-0.5528204446968888,1.4398351280479205,Adult,Did Not Survive,3rd Class,-0.0298,-0.5525,1,0,Q1_low,0.2439
2,33.6,0,0,52.04,0,False,False,True,2,26.02,1,0.948433303484758,3.971046345877607,Adult,Did Not Survive,2nd Class,0.3988,0.4739,1,1,Q4_high,0.4615
3,41.3,1,0,2.09,0,False,False,False,1,2.09,2,-0.5765925036681377,1.128171090909654,Middle-Aged,Did Not Survive,3rd Class,1.0335,-0.5763,0,0,Q1_low,0.2439
3,39.4,0,0,5.86,0,False,True,False,1,5.86,1,-0.4972821830295462,1.925707441737794,Middle-Aged,Did Not Survive,3rd Class,0.8769,-0.497,1,0,Q2_mid_low,0.2439
2,23.7,1,1,5.0,1,True,False,False,2,2.5,3,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.4172,-0.5151,0,0,Q1_low,0.4615
2,35.2,0,2,5.0,0,True,False,False,2,2.5,3,-1.0307483850241792,1.791759469228055,Middle-Aged,Did Not Survive,2nd Class,0.5307,-0.5151,0,0,Q1_low,0.4615
3,27.6,1,0,12.37,0,True,False,True,1,12.37,2,-0.3603298786907581,2.5930133911138515,Adult,Did Not Survive,3rd Class,-0.0957,-0.3601,0,1,Q3_mid_high,0.2439
3,18.0,4,1,5.44,0,False,False,False,1,5.44,6,-0.5061178155675325,1.8625285401162623,Youth,Did Not Survive,3rd Class,-0.887,-0.5058,0,0,Q2_mid_low,0.2439
3,28.5,0,0,4.9,0,True,False,True,1,4.9,1,-0.5174779145449435,1.7749523509116738,Adult,Did Not Survive,3rd Class,-0.0215,-0.5172,1,0,Q1_low,0.2439
2,24.3,0,0,26.67,0,False,False,True,2,13.335,1,-0.1189952559853043,3.3203487937988347,Adult,Did Not Survive,2nd Class,-0.3677,-0.0595,1,1,Q3_mid_high,0.4615
3,34.3,5,2,22.44,0,True,False,True,1,22.44,8,-0.1484850699823716,3.154443964708812,Adult,Did Not Survive,3rd Class,0.4565,-0.1484,0,1,Q3_mid_high,0.2439
1,26.6,0,0,62.41,1,False,False,True,3,20.80333333333333,1,2.077117879647981,4.14962157771194,Adult,Survived,1st Class,-0.1781,0.692,1,1,Q4_high,0.6343
2,28.3,0,1,11.34,0,True,False,False,2,5.67,2,-0.7639964312583064,2.5128460184772416,Adult,Did Not Survive,2nd Class,-0.038,-0.3818,0,0,Q2_mid_low,0.4615
1,34.9,2,0,25.62,1,True,False,False,3,8.540000000000001,3,-0.244760128012854,3.2816628129669656,Adult,Survived,1st Class,0.506,-0.0815,0,1,Q3_mid_high,0.6343
2,28.4,0,1,11.06,0,True,False,True,2,5.53,2,-0.7757772746422882,2.4898941912990398,Adult,Did Not Survive,2nd Class,-0.0298,-0.3877,0,0,Q2_mid_low,0.4615
2,27.2,0,0,29.68,0,False,False,False,2,14.84,1,0.0076488103924996,3.4236109764990554,Adult,Did Not Survive,2nd Class,-0.1287,0.0038,1,1,Q4_high,0.4615
3,20.1,0,1,2.54,0,True,False,True,1,2.54,2,-0.5671257545202953,1.264126727145683,Adult,Did Not Survive,3rd Class,-0.7139,-0.5668,0,0,Q1_low,0.2439
3,35.7,0,1,1.19,0,False,True,False,1,1.19,2,-0.5955260019638228,0.7839015438284094,Middle-Aged,Did Not Survive,3rd Class,0.5719,-0.5952,0,0,Q1_low,0.2439
3,13.7,0,0,1.39,0,True,False,True,1,1.39,1,-0.5913185578981149,0.8712933659434192,Youth,Did Not Survive,3rd Class,-1.2414,-0.591,1,0,Q1_low,0.2439
3,28.4,4,3,4.93,0,True,True,False,1,4.93,8,-0.5168467979350874,1.780024213009634,Adult,Did Not Survive,3rd Class,-0.0298,-0.5166,0,0,Q1_low,0.2439
2,33.7,0,2,11.85,0,True,False,True,2,5.925,3,-0.7425384665231968,2.553343811341229,Adult,Did Not Survive,2nd Class,0.4071,-0.3711,0,1,Q3_mid_high,0.4615
3,4.0,0,0,6.13,1,False,False,True,1,6.13,1,-0.4916021335408407,1.9643112344262048,Child,Survived,3rd Class,-2.0409,-0.4913,1,0,Q2_mid_low,0.2439
3,27.2,0,0,3.22,0,True,True,False,1,3.22,1,-0.5528204446968888,1.4398351280479205,Adult,Did Not Survive,3rd Class,-0.1287,-0.5525,1,0,Q1_low,0.2439
1,32.4,0,2,249.25,0,False,False,False,3,83.08333333333333,3,13.868900618200591,5.52246041819533,Adult,Did Not Survive,1st Class,0.2999,4.6204,0,1,Q4_high,0.6343
2,28.4,0,0,36.33,0,True,True,False,2,18.165,1,0.2874438407620666,3.619797292926493,Adult,Did Not Survive,2nd Class,-0.0298,0.1436,1,1,Q4_high,0.4615
1,31.2,0,2,253.5879999999993,0,False,False,True,3,84.5293333333331,3,14.142679003556154,5.539646552255254,Adult,Did Not Survive,1st Class,0.201,4.7116,0,1,Q4_high,0.6343
3,34.0,1,0,1.0,0,False,True,False,1,1.0,2,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,0.4318,-0.5992,0,0,Q1_low,0.2439
3,28.4,0,1,37.49,0,True,False,False,1,37.49,2,0.1681250959621384,3.650398467295655,Adult,Did Not Survive,3rd Class,-0.0298,0.168,0,1,Q4_high,0.2439
3,26.6,2,0,1.0,0,True,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.1781,-0.5992,0,0,Q1_low,0.2439
2,14.6,0,2,5.0,0,True,False,False,2,2.5,3,-1.0307483850241792,1.791759469228055,Youth,Did Not Survive,2nd Class,-1.1672,-0.5151,0,0,Q1_low,0.4615
1,17.7,0,1,172.19,1,True,False,True,3,57.39666666666667,2,9.005516022648974,5.154389257740952,Youth,Survived,1st Class,-0.9117,3.0001,0,1,Q4_high,0.6343
3,1.0,2,0,9.99,0,False,False,True,1,9.99,3,-0.4103984630726807,2.39698576841553,Child,Did Not Survive,3rd Class,-2.2882,-0.4102,0,0,Q2_mid_low,0.2439
3,39.6,1,0,3.95,0,True,False,True,1,3.95,2,-0.5374632738570555,1.599387576580599,Middle-Aged,Did Not Survive,3rd Class,0.8934,-0.5372,0,0,Q1_low,0.2439
3,40.6,0,2,4.05,0,True,False,True,1,4.05,3,-0.5353595518242016,1.6193882432872684,Middle-Aged,Did Not Survive,3rd Class,0.9758,-0.5351,0,0,Q1_low,0.2439
1,38.3,0,0,21.28,0,True,False,False,3,7.093333333333334,1,-0.5186647366904302,3.1036894150590832,Middle-Aged,Did Not Survive,1st Class,0.7862,-0.1728,1,1,Q3_mid_high,0.6343
1,40.6,0,1,71.37,1,False,False,False,3,23.790000000000003,2,2.6425983620791067,4.281791848878036,Middle-Aged,Survived,1st Class,0.9758,0.8804,0,1,Q4_high,0.6343
3,28.4,2,3,2.37,1,True,False,True,1,2.37,6,-0.5707020819761469,1.2149127443642704,Adult,Survived,3rd Class,-0.0298,-0.5704,0,0,Q1_low,0.2439
3,24.2,1,0,7.14,0,True,False,False,1,7.14,2,-0.4703545410090164,2.096790180014449,Adult,Did Not Survive,3rd Class,-0.3759,-0.4701,0,0,Q2_mid_low,0.2439
2,30.1,0,3,17.69,0,False,False,True,2,8.845,4,-0.4968237330858626,2.927988621467472,Adult,Did Not Survive,2nd Class,0.1104,-0.2483,0,1,Q3_mid_high,0.4615
1,27.8,1,0,93.28,1,True,False,True,3,31.093333333333334,2,4.025374854273967,4.5462690780679305,Adult,Survived,1st Class,-0.0792,1.341,0,1,Q4_high,0.6343
3,24.3,5,1,1.0,1,True,False,False,1,1.0,7,-0.5995230738262451,0.6931471805599453,Adult,Survived,3rd Class,-0.3677,-0.5992,0,0,Q1_low,0.2439
1,42.4,0,1,40.37,1,True,False,False,3,13.456666666666663,2,0.686136871524991,3.72255598047332,Middle-Aged,Survived,1st Class,1.1242,0.2286,0,1,Q4_high,0.6343
2,28.8,1,0,5.0,1,True,False,True,2,2.5,2,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,0.0032,-0.5151,0,0,Q1_low,0.4615
